DATE,sp500,ret_1m,ret_1m_next,firstdiff_1m,vol_3m,vol_6m,ret_1m_z,ret_1m_next_z,vol_3m_z,vol_6m_z,ret_high_negative,ret_negative,ret_flat,ret_positive,ret_high_positive,ret_regime,category_sum
2022-09-30,3585.62,-0.09339570164348932,0.07986345457689326,-369.3800000000001,0.09528772004264333,0.07181910778743235,-2.3331061866390037,1.548798479422666,2.037599225890318,1.435127132923839,1,0,0,0,0,-2.0,1
2022-10-31,3871.98,0.07986345457689326,0.053752860293699856,286.3600000000001,0.0890443435947814,0.07981378042863518,1.548798479422666,0.9637856004920715,1.8104637479569408,1.813246626944159,0,0,0,0,1,2.0,1
2022-11-30,4080.11,0.053752860293699856,-0.058971449299161094,208.1300000000001,0.09341056116967651,0.08382372942051997,0.9637856004920715,-1.561824202377491,1.9693077523056668,2.0029029083088754,0,0,0,0,1,2.0,1
2022-12-31,3839.5,-0.058971449299161094,0.06175283240005203,-240.61000000000013,0.07378308708785272,0.0792742429272615,-1.561824202377491,1.143026511768992,1.2552557095641592,1.787728427990898,1,0,0,0,0,-2.0,1
2023-01-31,4076.6,0.06175283240005203,-0.026112446646715304,237.0999999999999,0.06750940887348042,0.07359681201730237,1.143026511768992,-0.8256119380373961,1.0270178463628044,1.5192062008336291,0,0,0,0,1,2.0,1
2023-02-28,3970.15,-0.026112446646715304,0.03505157235872702,-106.44999999999982,0.06241577459407556,0.07199397148261762,-0.8256119380373961,0.5447796531019535,0.8417102542078159,1.4433975618598798,0,1,0,0,0,-1.0,1
2023-03-31,4109.31,0.03505157235872702,0.01464236088297044,139.1600000000003,0.04504498079819561,0.054678318768735634,0.5447796531019535,0.0875073508081341,0.20975676175734798,0.6244289640637917,0,0,0,1,0,1.0,1
2023-04-30,4169.48,0.01464236088297044,0.002482323934879238,60.16999999999916,0.031140882750124464,0.04740365054843327,0.0875073508081341,-0.1849406121049183,-0.29607753828116606,0.2803631104539837,0,0,0,1,0,1.0,1
2023-05-31,4179.83,0.002482323934879238,0.0647275128414313,10.350000000000364,0.016457816554935306,0.04308921721648695,-0.1849406121049183,1.2096747982857776,-0.8302508795208746,0.07630580608704757,0,0,0,1,0,0.0,1
2023-06-30,4450.38,0.0647275128414313,0.031138913980379268,270.5500000000002,0.03299205077816327,0.03537176815044068,1.2096747982857776,0.4571157907875495,-0.22873161764112954,-0.2887020018551627,0,0,0,0,1,2.0,1
2023-07-31,4588.96,0.031138913980379268,-0.01771643248143373,138.57999999999993,0.031155143150842373,0.031024137951335237,0.4571157907875495,-0.6374976283782327,-0.2955587416076621,-0.4943293996051069,0,0,0,1,0,1.0,1
2023-08-31,4507.66,-0.01771643248143373,-0.04871929116215501,-81.30000000000018,0.04145689120792027,0.02860596538884217,-0.6374976283782327,-1.3321226305966392,0.07922123330398011,-0.6087003347039741,0,1,0,0,0,-1.0,1
2023-09-30,4288.05,-0.04871929116215501,-0.021979687736850106,-219.60999999999967,0.04026030934818153,0.03925824966253044,-1.3321226305966392,-0.7330166810484536,0.03568930873274247,-0.10488529180040203,1,0,0,0,0,-2.0,1
2023-10-31,4193.8,-0.021979687736850106,0.08917926462873771,-94.25,0.01680455782960967,0.04079104704137985,-0.7330166810484536,1.7575209925486122,-0.8176363518209855,-0.03238944421069894,0,1,0,0,0,-1.0,1
2023-11-30,4567.8,0.08917926462873771,0.04422916940321375,374.0,0.07312925859003763,0.05427068625950428,1.7575209925486122,0.7504054772570157,1.2314692777226914,0.6051494006527245,0,0,0,0,1,2.0,1
2023-12-31,4769.83,0.04422916940321375,0.015895744712075555,202.02999999999975,0.05591725511204344,0.05115335502460386,0.7504054772570157,0.11558965618644575,0.60529261373121,0.45771075467747896,0,0,0,1,0,1.0,1
2024-01-31,4845.65,0.015895744712075555,0.05172061539731532,75.81999999999971,0.0369544050303612,0.05042712831697647,0.11558965618644575,0.9182527633367265,-0.08458025429949828,0.4233628223035029,0,0,0,1,0,1.0,1
2024-02-29,5096.27,0.05172061539731532,0.031018764704381807,250.6200000000008,0.01889588172691388,0.05072027288459336,0.9182527633367265,0.4544238231865691,-0.7415535051602885,0.43722751452502556,0,0,0,0,1,2.0,1
2024-03-31,5254.35,0.031018764704381807,-0.04161504277408257,158.07999999999993,0.017984686613034487,0.03722272478501113,0.4544238231865691,-1.1729505812335408,-0.7747029939681322,-0.20115835653936986,0,0,0,1,0,1.0,1
2024-04-30,5035.69,-0.04161504277408257,0.04802122449952262,-218.66000000000076,0.049016632716557165,0.04355914679953161,-1.1729505812335408,0.8353671998778983,0.35424637634257716,0.09853179883755132,0,1,0,0,0,-1.0,1
2024-05-31,5277.51,0.04802122449952262,0.034669759034089864,241.82000000000062,0.047608497208392664,0.03512923920730898,0.8353671998778983,0.5362250522438712,0.30301808115441287,-0.30017275561556217,0,0,0,0,1,2.0,1
2024-06-30,5460.48,0.034669759034089864,0.011321349038912354,182.96999999999935,0.048360267830337714,0.03428266479105874,0.5362250522438712,0.013099442708333891,0.33036767010483353,-0.340212705253191,0,0,0,1,0,1.0,1
2024-07-31,5522.3,0.011321349038912354,0.022834688445031892,61.82000000000062,0.018575479976759075,0.03452983488321744,0.013099442708333891,0.2710580230082261,-0.753209794871447,-0.32852244170164385,0,0,0,1,0,1.0,1
2024-08-31,5648.4,0.022834688445031892,0.020196869910062976,126.09999999999945,0.011674574435009062,0.03152797156094022,0.2710580230082261,0.21195719219213346,-1.0042663331865858,-0.4704998673547902,0,0,0,1,0,1.0,1
2024-09-30,5762.48,0.020196869910062976,-0.009896780552817508,114.07999999999993,0.006031720893716353,0.030917871736668965,0.21195719219213346,-0.4622968253103576,-1.2095546490062241,-0.4993554124419527,0,0,0,1,0,1.0,1
2024-10-31,5705.45,-0.009896780552817508,0.057301352215863854,-57.029999999999745,0.01818394414294577,0.019844838158686286,-0.4622968253103576,1.0432902434248186,-0.7674539589842299,-1.0230703963674084,0,1,0,0,0,-1.0,1
2024-11-30,6032.38,0.057301352215863854,-0.024990136563014964,326.9300000000003,0.03365996497562263,0.022533653505971713,1.0432902434248186,-0.8004663650949608,-0.20443274479158788,-0.8958990230969363,0,0,0,0,1,2.0,1
2024-12-31,5881.63,-0.024990136563014964,0.0,-150.75,0.043808841513809045,0.028569926515559424,-0.8004663650949608,-0.2405575565463842,0.1647857289362344,-0.6104048448374477,0,1,0,0,0,-1.0,1
2025-01-31,,0.0,,,0.042189732196054854,0.029056399285434114,-0.2405575565463842,,0.10588215780199288,-0.5873964183695934,0,0,1,0,0,0.0,1
